,2018-05-15 16:00:00,2018-05-15 17:00:00,2018-05-15 18:00:00,2018-05-15 19:00:00,2018-05-15 20:00:00,2018-05-15 21:00:00,2018-05-15 22:00:00,2018-05-15 23:00:00,2018-05-16 00:00:00,2018-05-16 01:00:00,2018-05-16 02:00:00,2018-05-16 03:00:00,2018-05-16 04:00:00,2018-05-16 05:00:00,2018-05-16 06:00:00,2018-05-16 07:00:00,2018-05-16 08:00:00,2018-05-16 09:00:00,2018-05-16 10:00:00,2018-05-16 11:00:00,2018-05-16 12:00:00,2018-05-16 13:00:00,2018-05-16 14:00:00,2018-05-16 15:00:00
0,16.222889326286314,15.923894338703155,15.499514356327056,15.142649371147156,15.10406937274933,15.10406937274933,15.21980936794281,15.499514356327056,15.759929345512388,15.94318433790207,16.18430932788849,16.464014316272735,16.724429305458067,16.936619296646118,17.129519288635255,17.283839282226563,17.389934277820586,17.46709427461624,17.515319272613525,17.53460927181244,17.53460927181244,17.515319272613525,17.4767392742157,17.42851427621841
1,16.81123430185318,15.335549363136291,15.499514356327056,14.988329377555846,16.039634333896636,14.940104379558562,15.499514356327056,15.54773935432434,15.412709359931947,16.280759323883057,16.464014316272735,16.348274321079256,16.15537432909012,16.464014316272735,16.81123430185318,16.18430932788849,16.820879301452635,16.464014316272735,16.81123430185318,16.955909295845032,16.81123430185318,16.464014316272735,16.81123430185318,16.039634333896636
2,17.0523592918396,16.955909295845032,16.32898432188034,16.955909295845032,16.15537432909012,15.962474337100982,15.866024341106414,15.673124349117279,15.383774361133575,15.190874369144439,15.09442437314987,14.901524381160735,14.708624389171598,14.612174393177032,14.419274401187897,14.322824405193328,14.129924413204193,13.937024421215057,13.84057442522049,13.647674433231353,13.454774441242218,13.35832444524765,13.165424453258513,12.972524461269378
3,17.119874289035796,17.360999279022217,17.785379261398315,18.24833924217224,18.499109231758116,19.048874208927156,19.473254191303255,19.99408416967392,20.524559147644045,21.093614124011992,21.61444410238266,22.106339081954953,22.588589061927795,23.061194042301178,23.485574024677277,23.9485340054512,24.392203987026214,24.816583969402313,25.250608951377867,25.69427893295288,26.10901391572952,26.53339389810562,26.957773880481717,27.382153862857816
4,17.119874289035796,16.81123430185318,16.464014316272735,16.820879301452635,17.264549283027648,17.4767392742157,17.4767392742157,17.0523592918396,17.119874289035796,17.119874289035796,17.4767392742157,18.229049242973325,18.229049242973325,18.084374248981476,18.229049242973325,18.373724236965177,18.740234221744537,19.367159195709228,19.51183418970108,19.367159195709228,19.434674192905426,19.289999198913574,19.367159195709228,19.367159195709228
5,16.888394298648834,16.174664328289033,15.422354359531402,14.670044390773771,15.152294370746612,15.846734341907501,16.54117431306839,17.23561428422928,17.930054255390168,18.624494226551057,19.318934197711943,20.013374168872833,20.70781414003372,21.40225411119461,22.096694082355498,22.791134053516387,23.485574024677277,24.180013995838166,24.874453966999056,25.56889393815994,26.263333909320828,26.957773880481717,27.652213851642607,28.346653822803496
6,15.624899351119996,14.940104379558562,14.563949395179748,14.940104379558562,14.940104379558562,15.470579357528687,15.759929345512388,15.57667435312271,15.190874369144439,15.403064360332488,15.113714372348785,15.759929345512388,16.319339322280882,16.319339322280882,16.464014316272735,16.039634333896636,15.624899351119996,15.624899351119996,15.403064360332488,15.055844374752043,14.698979389572143,14.486789398384094,14.284244406795501,14.139569412803649
7,16.47365931587219,16.039634333896636,15.54773935432434,15.624899351119996,15.403064360332488,15.624899351119996,15.54773935432434,15.692414348316191,15.624899351119996,15.403064360332488,15.335549363136291,15.403064360332488,15.335549363136291,15.403064360332488,15.403064360332488,15.624899351119996,15.692414348316191,15.692414348316191,15.759929345512388,15.692414348316191,15.759929345512388,15.624899351119996,15.54773935432434,15.624899351119996
8,16.81123430185318,17.225969284629823,16.955909295845032,16.81123430185318,16.599044310665132,16.464014316272735,16.319339322280882,16.18430932788849,16.039634333896636,15.90460433950424,15.759929345512388,15.624899351119996,15.489869356727601,15.354839362335206,15.21980936794281,15.084779373550415,14.959394378757475,14.824364384365081,14.698979389572143,14.573594394779203,14.448209399986267,14.322824405193328,14.19743941040039,14.072054415607452
9,17.245259283828734,17.10058428983688,17.544254271411894,17.688929265403747,17.544254271411894,17.544254271411894,17.399579277420045,17.399579277420045,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734,17.245259283828734
