,2008-05-12,2008-05-13,2008-05-14,2008-05-15,2008-05-16,2008-05-17,2008-05-18,2008-05-19,2008-05-20,2008-05-21,2008-05-22,2008-05-23,2008-05-24,2008-05-25,2008-05-26,2008-05-27,2008-05-28,2008-05-29,2008-05-30,2008-05-31,2008-06-01,2008-06-02,2008-06-03,2008-06-04
0,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542
1,0.805372542,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999,0.808549554,0.808549554,0.8093438069999999,0.8093438069999999,0.81013806,0.81013806,0.8109323129999999,0.8109323129999999,0.811726566,0.811726566,0.812520819,0.812520819,0.813315072,0.813315072,0.8141093249999999,0.8141093249999999,0.814903578
2,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542
3,0.805372542,0.805372542,0.805372542,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999,0.8077553009999999,0.808549554,0.808549554,0.808549554,0.8093438069999999,0.8093438069999999,0.8093438069999999,0.81013806,0.81013806,0.81013806,0.8109323129999999,0.8109323129999999,0.8109323129999999
4,0.805372542,0.805372542,0.8061667949999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.808549554,0.808549554,0.808549554,0.8077553009999999,0.806961048,0.806961048,0.806961048,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542
5,0.805372542,0.8061667949999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999,0.808549554,0.808549554,0.808549554,0.8093438069999999,0.8093438069999999,0.81013806,0.81013806,0.81013806,0.8109323129999999,0.8109323129999999,0.811726566,0.811726566,0.811726566,0.812520819,0.812520819,0.813315072,0.813315072
6,0.805372542,0.805372542,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.8077553009999999,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999,0.8077553009999999,0.8077553009999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999
7,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.805372542,0.805372542,0.804578289,0.804578289,0.803784036,0.803784036,0.8029897829999999,0.8029897829999999,0.80219553,0.80219553,0.8014012769999999,0.8014012769999999,0.800607024,0.800607024,0.7998127709999999,0.7998127709999999,0.799018518,0.799018518,0.7982242649999999,0.7982242649999999
8,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.806961048,0.8077553009999999,0.8077553009999999,0.808549554,0.808549554,0.8093438069999999,0.8093438069999999,0.8093438069999999,0.81013806,0.81013806,0.81013806,0.8109323129999999,0.8109323129999999,0.811726566,0.811726566,0.811726566,0.812520819,0.812520819,0.812520819,0.813315072
9,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.806961048,0.8077553009999999,0.8077553009999999,0.8077553009999999,0.806961048,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.805372542,0.805372542,0.805372542,0.805372542,0.805372542,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.8061667949999999,0.806961048,0.806961048,0.806961048
