,2017-12-26 08:00:00,2017-12-26 09:00:00,2017-12-26 10:00:00,2017-12-26 11:00:00,2017-12-26 12:00:00,2017-12-26 13:00:00,2017-12-26 14:00:00,2017-12-26 15:00:00,2017-12-26 16:00:00,2017-12-26 17:00:00,2017-12-26 18:00:00,2017-12-26 19:00:00,2017-12-26 20:00:00,2017-12-26 21:00:00,2017-12-26 22:00:00,2017-12-26 23:00:00,2017-12-27 00:00:00,2017-12-27 01:00:00,2017-12-27 02:00:00,2017-12-27 03:00:00,2017-12-27 04:00:00,2017-12-27 05:00:00,2017-12-27 06:00:00,2017-12-27 07:00:00
0,3.868757961273193,4.4312369556427,4.010520959854126,3.868757961273193,4.289473957061768,4.07911595916748,4.3626419563293455,4.641594953536987,4.289473957061768,4.714762952804565,4.9937159500122075,4.714762952804565,4.851952951431274,5.13547894859314,4.9937159500122075,5.277241947174072,5.419004945755005,5.556194944381714,5.839720941543579,5.697957942962646,6.050078939437866,6.260436937332154,5.908315940856934,6.1918419380188
1,4.010520959854126,3.8001629619598387,4.07911595916748,4.220878957748413,4.010520959854126,4.289473957061768,4.572999954223633,4.07911595916748,4.220878957748413,4.4312369556427,4.010520959854126,4.07911595916748,4.3626419563293455,4.220878957748413,4.4312369556427,4.714762952804565,4.78335795211792,4.9937159500122075,5.204073947906494,5.277241947174072,5.556194944381714,5.419004945755005,5.13547894859314,5.277241947174072
2,4.4312369556427,4.641594953536987,4.641594953536987,4.220878957748413,4.07911595916748,4.289473957061768,4.220878957748413,4.010520959854126,4.010520959854126,4.289473957061768,4.07911595916748,4.220878957748413,4.07911595916748,4.010520959854126,3.868757961273193,4.010520959854126,4.07911595916748,4.07911595916748,4.07911595916748,4.152283958435059,4.010520959854126,4.07911595916748,4.07911595916748,4.010520959854126
3,4.07911595916748,4.289473957061768,4.07911595916748,3.868757961273193,4.07911595916748,4.152283958435059,4.07911595916748,4.289473957061768,4.3626419563293455,4.289473957061768,4.220878957748413,4.07911595916748,4.07911595916748,4.289473957061768,4.220878957748413,4.4312369556427,4.499831954956055,4.4312369556427,4.3626419563293455,4.220878957748413,4.220878957748413,4.4312369556427,4.3626419563293455,4.572999954223633
4,4.4312369556427,4.152283958435059,4.010520959854126,4.4312369556427,4.07911595916748,4.010520959854126,4.289473957061768,4.07911595916748,4.289473957061768,4.220878957748413,4.289473957061768,4.220878957748413,4.4312369556427,4.572999954223633,4.4312369556427,4.641594953536987,4.78335795211792,4.714762952804565,4.78335795211792,4.851952951431274,4.925120950698853,4.9937159500122075,5.13547894859314,5.066883949279785
5,4.289473957061768,4.4312369556427,4.714762952804565,4.572999954223633,4.925120950698853,5.277241947174072,5.13547894859314,5.204073947906494,5.345836946487427,5.908315940856934,6.402199935913085,6.260436937332154,6.333604936599731,6.402199935913085,5.839720941543579,5.419004945755005,5.345836946487427,4.9937159500122075,4.851952951431274,4.572999954223633,4.4312369556427,4.220878957748413,4.07911595916748,4.07911595916748
6,4.07911595916748,4.220878957748413,4.152283958435059,3.868757961273193,3.7269949626922605,3.6583999633789066,3.7269949626922605,4.010520959854126,4.07911595916748,4.220878957748413,4.289473957061768,4.289473957061768,4.289473957061768,4.220878957748413,4.220878957748413,4.289473957061768,4.4312369556427,4.499831954956055,4.572999954223633,4.641594953536987,4.714762952804565,4.78335795211792,4.851952951431274,4.925120950698853
7,4.07911595916748,3.868757961273193,3.8001629619598387,4.07911595916748,4.289473957061768,4.289473957061768,4.152283958435059,4.4312369556427,4.572999954223633,4.572999954223633,4.3626419563293455,4.714762952804565,4.714762952804565,4.572999954223633,4.851952951431274,4.925120950698853,4.9937159500122075,4.9937159500122075,5.204073947906494,5.345836946487427,5.277241947174072,5.419004945755005,5.697957942962646,5.556194944381714
8,4.220878957748413,4.4312369556427,4.010520959854126,4.220878957748413,4.4312369556427,4.010520959854126,4.010520959854126,4.220878957748413,4.07911595916748,4.010520959854126,4.07911595916748,4.010520959854126,3.868757961273193,4.07911595916748,4.07911595916748,4.010520959854126,4.152283958435059,4.07911595916748,4.010520959854126,4.07911595916748,4.010520959854126,3.868757961273193,4.07911595916748,4.07911595916748
9,4.07911595916748,4.3626419563293455,4.07911595916748,4.07911595916748,4.3626419563293455,4.220878957748413,4.07911595916748,4.289473957061768,4.289473957061768,4.220878957748413,4.07911595916748,4.07911595916748,4.07911595916748,4.010520959854126,4.010520959854126,4.07911595916748,4.010520959854126,4.010520959854126,4.07911595916748,4.010520959854126,4.010520959854126,4.07911595916748,4.010520959854126,4.010520959854126
