,2017-12-06 07:00:00,2017-12-06 08:00:00,2017-12-06 09:00:00,2017-12-06 10:00:00,2017-12-06 11:00:00,2017-12-06 12:00:00,2017-12-06 13:00:00,2017-12-06 14:00:00,2017-12-06 15:00:00,2017-12-06 16:00:00,2017-12-06 17:00:00,2017-12-06 18:00:00,2017-12-06 19:00:00,2017-12-06 20:00:00,2017-12-06 21:00:00,2017-12-06 22:00:00,2017-12-06 23:00:00,2017-12-07 00:00:00,2017-12-07 01:00:00,2017-12-07 02:00:00,2017-12-07 03:00:00,2017-12-07 04:00:00,2017-12-07 05:00:00,2017-12-07 06:00:00
0,3.0246840498447423,2.9565120487213137,2.8129920463562015,2.673060044050217,2.5331280417442326,2.3931960394382483,2.2496760370731357,2.109744034767151,1.9698120324611668,1.829880030155182,1.6899480278491974,1.5464280254840852,1.4064960231781007,1.2665640208721163,1.1266320185661318,0.9867000162601473,0.8431800138950348,0.7032480115890504,0.5633160092830659,0.42338400697708134,0.27986400461196903,0.13993200230598452,0.0,0.0
1,3.164616052150727,3.236376053333283,3.236376053333283,3.0246840498447423,2.884752047538758,3.164616052150727,3.4480680568218234,3.4480680568218234,3.516240057945252,3.516240057945252,3.659760060310364,3.7996920626163484,3.9396240649223335,4.219488069534302,4.502940074205399,4.642872076511384,4.782804078817368,4.71463207769394,4.642872076511384,4.502940074205399,4.431180073022843,4.219488069534302,4.219488069534302,4.079556067228318
2,3.0964440510272984,2.9565120487213137,3.0246840498447423,2.884752047538758,2.7448200452327733,2.8129920463562015,2.673060044050217,2.6013000428676607,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.3931960394382483,2.4613680405616765,2.3931960394382483,2.3931960394382483,2.3931960394382483,2.3931960394382483,2.321436038255692,2.2496760370731357,2.2496760370731357,2.2496760370731357,2.181504035949707,2.109744034767151
3,3.0246840498447423,3.236376053333283,3.164616052150727,3.0246840498447423,2.884752047538758,2.673060044050217,2.5331280417442326,2.321436038255692,2.181504035949707,2.0415720336437224,1.9698120324611668,1.829880030155182,1.6181880266666415,1.5464280254840852,1.4064960231781007,1.3383240220546724,1.1948040196895602,1.1266320185661318,1.0548720173835755,0.914940015077591,0.8431800138950348,0.7750080127716066,0.7032480115890504,0.6314880104064942
4,3.236376053333283,3.3763080556392673,3.588000059127808,3.7279320614337923,3.9396240649223335,4.079556067228318,4.151316068410874,4.2912480707168585,4.431180073022843,4.5747000753879545,4.71463207769394,4.782804078817368,4.922736081123353,4.994496082305909,5.134428084611893,5.20618808579445,5.346120088100434,5.41788008928299,5.486052090406418,5.6295720927715305,5.6977440938949595,5.837676096200943,5.9094360973835,6.0493680996894845
5,3.236376053333283,3.236376053333283,3.0964440510272984,2.9565120487213137,2.884752047538758,2.7448200452327733,2.6013000428676607,2.4613680405616765,2.321436038255692,2.181504035949707,2.0415720336437224,1.9016400313377384,1.758120028972626,1.6181880266666415,1.4782560243606568,1.3383240220546724,1.1948040196895602,1.0548720173835755,0.914940015077591,0.7750080127716066,0.6314880104064942,0.49155600810050976,0.3516240057945252,0.21169200348854067
6,2.884752047538758,2.8129920463562015,2.673060044050217,2.6013000428676607,2.673060044050217,2.8129920463562015,2.6013000428676607,2.4613680405616765,2.4613680405616765,2.5331280417442326,2.6013000428676607,2.4613680405616765,2.3931960394382483,2.3931960394382483,2.4613680405616765,2.5331280417442326,2.3931960394382483,2.321436038255692,2.321436038255692,2.3931960394382483,2.4613680405616765,2.321436038255692,2.2496760370731357,2.2496760370731357
7,3.164616052150727,2.884752047538758,2.673060044050217,2.673060044050217,2.673060044050217,2.673060044050217,2.673060044050217,2.5331280417442326,2.5331280417442326,2.3931960394382483,2.2496760370731357,2.3931960394382483,2.5331280417442326,2.673060044050217,2.8129920463562015,3.0964440510272984,3.236376053333283,3.3763080556392673,3.516240057945252,3.659760060310364,3.7279320614337923,3.9396240649223335,3.9396240649223335,3.9396240649223335
8,3.164616052150727,3.0964440510272984,3.0246840498447423,2.884752047538758,2.8129920463562015,2.6013000428676607,2.3931960394382483,2.3931960394382483,2.2496760370731357,2.109744034767151,2.0415720336437224,2.0415720336437224,1.9698120324611668,1.829880030155182,1.6899480278491974,1.5464280254840852,1.4782560243606568,1.4064960231781007,1.2665640208721163,1.1948040196895602,1.0548720173835755,0.9867000162601473,0.914940015077591,0.7750080127716066
9,3.164616052150727,3.164616052150727,3.164616052150727,2.9565120487213137,2.8129920463562015,2.7448200452327733,2.673060044050217,2.673060044050217,2.673060044050217,2.673060044050217,2.6013000428676607,2.5331280417442326,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765,2.4613680405616765
