,2010-08-23,2010-08-24,2010-08-25,2010-08-26,2010-08-27,2010-08-28,2010-08-29,2010-08-30,2010-08-31,2010-09-01,2010-09-02,2010-09-03,2010-09-04,2010-09-05,2010-09-06,2010-09-07,2010-09-08,2010-09-09,2010-09-10,2010-09-11,2010-09-12,2010-09-13,2010-09-14,2010-09-15
0,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7080537423000001
1,0.710250393,0.7117148268000001,0.7117148268000001,0.7117148268000001,0.7124470437,0.7146436944000001,0.7146436944000001,0.7146436944000001,0.7168403451,0.7183047789,0.7183047789,0.7183047789,0.7205014296000001,0.7205014296000001,0.7205014296000001,0.7219658634,0.7241625141000001,0.7241625141000001,0.7241625141000001,0.724894731,0.7270913817000001,0.7270913817000001,0.7270913817000001,0.7285558155
2,0.7087859592,0.7095181761,0.710250393,0.7117148268000001,0.7131792606,0.7139114775000001,0.7146436944000001,0.7146436944000001,0.7153759113,0.7161081282,0.7168403451,0.7175725620000001,0.7190369958,0.7197692127,0.7205014296000001,0.7212336465000001,0.7219658634,0.7226980803,0.7234302972000001,0.7241625141000001,0.724894731,0.7256269479,0.7263591648000001,0.7270913817000001
3,0.710250393,0.710250393,0.7117148268000001,0.7117148268000001,0.7117148268000001,0.7131792606,0.7131792606,0.7146436944000001,0.7146436944000001,0.7146436944000001,0.7161081282,0.7161081282,0.7175725620000001,0.7175725620000001,0.7175725620000001,0.7190369958,0.7190369958,0.7205014296000001,0.7205014296000001,0.7205014296000001,0.7219658634,0.7219658634,0.7234302972000001,0.7234302972000001
4,0.7065893085,0.7043926578,0.7043926578,0.7043926578,0.702928224,0.7014637902,0.7014637902,0.7014637902,0.6992671395000001,0.6978027057,0.6978027057,0.6978027057,0.6956060550000001,0.6941416212,0.6941416212,0.6941416212,0.6919449705,0.6904805367,0.6904805367,0.6904805367,0.6904805367,0.6904805367,0.6904805367,0.6904805367
5,0.7058570916,0.7043926578,0.702928224,0.702928224,0.702928224,0.7051248747000001,0.7065893085,0.7065893085,0.7065893085,0.7065893085,0.7087859592,0.710250393,0.7117148268000001,0.7131792606,0.7131792606,0.7131792606,0.7153759113,0.7168403451,0.7183047789,0.7197692127,0.7212336465000001,0.7212336465000001,0.7212336465000001,0.7234302972000001
6,0.7065893085,0.7051248747000001,0.7051248747000001,0.7051248747000001,0.7065893085,0.7087859592,0.7087859592,0.7087859592,0.710250393,0.7117148268000001,0.7117148268000001,0.7117148268000001,0.7131792606,0.7153759113,0.7153759113,0.7153759113,0.7168403451,0.7183047789,0.7183047789,0.7183047789,0.7197692127,0.7212336465000001,0.7212336465000001,0.7212336465000001
7,0.7058570916,0.7043926578,0.702928224,0.702928224,0.702928224,0.7007315733,0.6992671395000001,0.6978027057,0.6963382719,0.6948738381,0.6934094043,0.6919449705,0.6904805367,0.6890161029,0.6875516691,0.6860872353,0.6846228015000001,0.6831583677,0.6816939339000001,0.6802295001,0.6787650663000001,0.6773006325,0.6758361987000001,0.6743717649000001
8,0.7080537423000001,0.7080537423000001,0.7080537423000001,0.7087859592,0.7087859592,0.7087859592,0.7095181761,0.7095181761,0.710250393,0.710250393,0.7109826099000001,0.7109826099000001,0.7117148268000001,0.7117148268000001,0.7124470437,0.7124470437,0.7131792606,0.7131792606,0.7139114775000001,0.7139114775000001,0.7146436944000001,0.7146436944000001,0.7153759113,0.7153759113
9,0.7087859592,0.710250393,0.7117148268000001,0.7117148268000001,0.7117148268000001,0.7139114775000001,0.7153759113,0.7153759113,0.7153759113,0.7168403451,0.7190369958,0.7190369958,0.7190369958,0.7205014296000001,0.7219658634,0.7219658634,0.7219658634,0.7234302972000001,0.724894731,0.724894731,0.724894731,0.7263591648000001,0.7278235986,0.7278235986
